text,label,origin,new_label
Mình muốn nói một câu thôi : địt mẹ bọn sống ảo,2,vihsd,1
"Trận hôm quá hay thật, tiến lên Barca.",0,victsd,0
Được quả áo khá chất thầy ơi,0,victsd,0
Cầu mong cho đứa trẻ bạc phước này được xã hội giúp đỡ nên người. Cháu ở tận cùng nỗi khổ rồi.,0,victsd,0
"Quan trọng cốt lõi nhất đảm bảo an toàn vệ sinh thực phẩm, sau đó ngon - bổ, tiếp theo là hình thức, tiếp nữa là giá hợp lý. chấm hết",0,victsd,0
Nghe bài thứ 9 đã biết bài nào nhất luôn :))),0,vihsd,0
"Tên đường kéo theo bao hệ luỵ. Địa chỉ, sổ đất, hộ khẩu, CMND/CCCD, sổ này sổ kia giấy tờ nọ tùm lum. Thiết nghĩ nên để tên đang có và chú thích tên đúng bên dưới. Một khi đã đổi dân lành sẽ tốn kém thời gian tiền bạc cho việc điều chỉnh giấy tờ rất nhiều.",0,victsd,0
Lay cai quai zi lam nen tang,0,vihsd,0
Mỗi ngày như mọi ngày tôi đã đi bộ tối thiểu 40 phút lúc sáng sớm.,0,victsd,0
Như nhau thôi😅,0,vihsd,0
"Lê Lê đọc tus k gì, đọc cmt cười ĩa :))) v là k đc đâu nha",0,vihsd,0
"Ở nam có Sướng, bắc có Phát - toàn đại za xăng dầu. Cuộc đời ngắn ngủi đôi khi Sướng một Phát rồi .... mặc đồ Juventus nhé",1,victsd,1
nghệ sĩ nhân dân hài liên minh,0,vihsd,0
Thế mà chúng nó còn định xây cái 11 ngàn tỉ để chưng bày mả bố nó chắc :)),2,vihsd,1
Cameron Diaz trong the mask đẹp hớp hồn,0,victsd,0
Diệu Linh inbox m nhé,0,vihsd,0
chuẩn vc chị ơi :>>>>,0,vihsd,0
con mẹ mày chửi anh độ,2,vihsd,1
"Càng đọc càng tức con quỷ đó. Bây giơ vì nó bao nhiu ng chuẩn bị thất nghiệp, người gia thì lo sợ hoang mang, bao nhiu chủ Doanh nghiệp đợt này tiu luôn. Thứ gì đâu ak",2,vihsd,1
"cháu tôi mới học lớp 1 được 3 tuần. Không ngày nào cô không nhắn tin kêu than cháu viết chậm, đọc chậm. Mới học có 3 tuần mà đòi phải đọc trơn trơn tru cả câu luôn chứ ko được đánh vần. Viết phải thẳng, đẹp, không nghiêng vẹo, lại còn là viết chữ hoa uốn éo cơ. Cả nhà ngây thơ tin vào các chuyên gia giáo dục, nên ko cho cháu đi học sớm trước, để đến lúc cháu vào lớp một học cho đúng ""tinh thần"" lớp 1. Kết quả giờ hối ko kịp, cháu ngày ngày đánh vật sách vở cùng mẹ, thật khổ. Kêu với cô, cô bảo năm nay chương trình cải cách nó thế, cô cũng khổ. Thôi đành ngửa mặt lên kêu giời thôi chứ biết làm sao bây giờ.",1,victsd,1
Tsb 💩,1,vihsd,1
"Lần nào đọc bài về 2 người này, mình cũng xúc động ! Mối tình đẹp quá, dù có thế nào cũng không thể cách xa !",0,victsd,0
Mới biết rằng trên đời có con so giống giống con sam.,0,vihsd,0
Bò viên và panda ko thích điều này,0,vihsd,0
Dịch vọng nehhh Phạm Quyết,0,vihsd,0
Người vừa được truyền máu be like,0,vihsd,0
Long vương địt đấy,2,vihsd,1
"Bé 6 tuổi bắt đầu cắp sách đến trường rồi, hôm trước bé có được dự lễ khai trường không?. Tội nghiệp bé quá, một thằng ""bố láo"", cần xử nghiêm.",1,victsd,1
Lê Hữu Duy có c ơi. Nó lại còn ra nét nữa chứ,0,vihsd,0
"Mấy cái thằng này. Chốt chặn làm đéo gì??? Cứ để nó chạy cho ầm ầm, đua xe, tông chết ng các kiểu đi chứ. Chốt làm gì? Mang tiếng.",2,victsd,1
Tối nay còn chuyên mục xem phim nha :)))),0,vihsd,0
Rút ngay mua đất ưu tiên chỗ đất nào vừa cho giá lên vừa làm được nhà trọ cho thuê .chúc bạn thành công,0,victsd,0
Thôi ngủ xem gì giờ này nữa abe,0,vihsd,0
Vội đi chơi xong về còn đi cách ly,0,vihsd,0
Họ Đoàn tên Đoàn văn VƯơn ở TIên lãng hải phòng.chứ k pải họ vương,0,vihsd,0
Nguyên Nguyên ừm... chết rồi,0,vihsd,0
Hà Ngọc Nguyễn Linh Ngọc Vũ Phạm Thanh Chúc Phạm Nhi Vũ Hưng Vũ Phan Yến Nhi,0,vihsd,0
"Cuộc sống và cả trong phòng chống dịch không thể thiếu vai trò kinh tế, không có kinh tế thì sao phòng chống dịch được. Vì vậy, tôi hoàn toàn ủng hộ phương châm vừa phòng dịch vừa phát triển kinh tế, nơi nào thấy ổn thì cho trở lại trạng thái bình thường nhưng vẫn phải triệt để tuân thủ mọi quy định về phòng chống dịch bệnh !",0,victsd,0
Tú bảnh dạy dỗ đàn em Trung sky :D,0,vihsd,0
"Hyundai-Kia đúng là công ty đi tắt đón đầu, thuê nhà thiết kế nổi tiếng của Bently Audi Lamborhhini đưa hình dáng xe sang xe siêu thể thao lên xe bình dân phục vụ tầng lớp lớn nhất là trung lưu không bao giờ có cơ hội sở hữu siêu xe, luôn luôn lắng nghe và làm ra những chiếc ô tô hài lòng khách hàng, bằng chứng là tuy sinh sau đẻ muộn tổng doanh số chưa bằng các cường quốc xe lâu năm nhưng tỉ lệ tăng đều hàng năm ai cũng thấy. Thật vậy xe Hàn Quốc đúng là ngon bổ rẻ. Thân",0,victsd,0
Bạch Nhi có ngày phọt ra :)),0,vihsd,0
Dang Thi Lan dịch vọng cầu giấy đó c 🙆,0,vihsd,0
Mến cô ghê...,0,vihsd,0
"Đến bài hát cũng chỉ có\"" tình nghèo có nhau \"" lm gì có bài nào giàu fải nghĩ đến ai🤣",0,vihsd,0
Nguyễn Thành Nam Vl tưởng ntn,0,vihsd,0
"Biết bao nhiêu vụ đi bắt người bị quay xong bảo bắt bớ dân lành ? Thì đm bây giờ CA nó chờ đủ hết mọi thủ tục cần thiết nó mới dám bắt chứ không thì đm ""cư dân mạng"" chửi sml ra à ?",0,vihsd,0
"Điều tui thắc mắc là tại sao Vin không sản xuất các mẫu xe hạng B, phân khúc chiếm phần đông khách hàng Việt mua được nhỉ",0,victsd,0
Trưởng thành vl,1,vihsd,1
Tao cháu ông tổng thống mỹ nè .đụ má xạo lồn.,1,vihsd,1
Phương Mai hoy a chơi trc đi,0,victsd,0
Nguyễn Đông trẻ trâu biết j,0,vihsd,0
Lưu Mạnh Thắng át hết vocal rồi emd mà luyến láy vậy thì hơi sai,0,vihsd,0
Như 2 giọt nước chỉ khác mỗi mặt,0,vihsd,0
Viết Sang đúng ời:>,0,vihsd,0
"24:51 ""dùi vập?"" Là gì vậy",0,vihsd,0
Con bọ biển là động vật thời tiền sử. Được gọi là hóa thạch sống.Khả năng trao đổi chất rất đặc biệt.Cả đời bọ biển chỉ bài tiết vài lần.,0,victsd,0
Ở một diễn biến khác của các bạn nam triều tiên :),0,vihsd,0
"t nghĩ bài này vừa là để thử sức với dòng nhạc mới, vừa là bàn đạp dể phát triển kênh youtube mới của jack thôi. Nên có thể không bằng các bài trước, nhưng nghe cũng vừa tai, beat của hoaprox cũng rất cuốn",0,vihsd,0
Say oh yeah của Nguyễn Thăn Tùn mà ??,0,vihsd,0
Trần Hưng Quân ra hn chạy grap đê,0,vihsd,0
Chi 3 kB e đi fb e nè 0939218629,0,vihsd,0
Nguyễn Hoài Mong mv mới của jack ý mà nhạc thì như trên,0,vihsd,0
Ở Hà Nội đánh nhau như phim trung quốc chắc đạo diễn báo CA rồi nên không có đi kiểm tra. Có quay cả cờ vô nữa bảo đảm tụi trung quốc không làm phim này,0,vihsd,0
Bây giờ là gần 11h! 40 + 40 = 80 phút thì sẽ là 11h80 :))),0,victsd,0
Của em bị lỗi gì rồi á Thầy ??,0,vihsd,0
Nghe có vẽ nông thôn nhưng rất thành thị 🤣,0,vihsd,0
Chi oi chi giau qua cho bon em tiên di,0,vihsd,0
Hình như chỉ có 1 vài quốc gia trên thế giới có hiện tượng lá mọc đinh như này nhỉ,2,vihsd,1
"Đôi lúc ngông cuồng, dân chơi, đôi lúc lãng mạn, a không lạc đi đâu được :D, BINZ",0,victsd,0
Có họ hàng j không mà giống 3 gà vl,0,vihsd,0
Sự đồng lòng của người HK thật đáng ngưỡng mộ.Yêu cậu bé thật sự.,0,vihsd,0
Vào đây nếu các cậu thích nhé :,0,vihsd,0
Huhu fan cứng đm 😥😥 mừng vcl,0,vihsd,0
Bé Phở :)),0,victsd,0
Người Mỹ và nhiều người trên thế giới sẽ cầu nguyện cho ngài sớm vượt qua Covid-19 này.,0,victsd,0
Nhan Dang double 4+. Chơi Uno mà ngồi suy ngẫm như đánh cờ tướng. Đúng là chó điên 🤣,0,vihsd,0
Loại này là đực hay cái thế các bạn :(,0,vihsd,0
Trần Ngọc Bảo Thiên Kỳ Duyên Rou Duan Phuong Tu Tran Tuệ Hân vài bữa xin vào đây làm nè :<,0,vihsd,0
Đúng z,0,vihsd,0
"Ôi má ơi, thích NK quá đi mất",0,vihsd,0
Ai cũng đã từng 1 vài lần bị khi bé. ,0,victsd,0
Xinh gái đấy.,0,vihsd,0
Đá đủ người mà còn thua 3 -1 trong khi trận trước Chelsea đá 10 người thua 2 - 0. Ars quá kém khi mà quá nhiều cơ hội mà ko dứt điểm được. Tự trách mình thôi.,0,victsd,0
Thuyết cái lồn,1,vihsd,1
Xin video,0,vihsd,0
chuẩn không cần chỉnh!,0,victsd,0
"má nó vào đọc vnexpress toàn lũ bợ đít cho chúng nó ko,chúc mừng đồ,lạy mấy cô hồn.",2,vihsd,1
"Nghĩ ở nhà nhưng vẫn on máy lên mà làm việc phát triển bán hàng .... , chỉ khâu sản xuất thì vẫn làm thôi",0,vihsd,0
Chị ba ơi chị thiệt là đẹp gái. Mà chị có hai cái hòn dái.,2,vihsd,1
Bỏ đi mà làm người. Lần sau chừa nhé,0,vihsd,0
Đẹp trai quá- giống CEO FACEBOOK,0,victsd,0
Chi dep noi chuyen nghe de thuong qua,0,vihsd,0
Mục đích cuối cùng UCV nào cũng Make America Great again! Hãy ủng hộ cho ai có mục đích đó.,0,victsd,0
Dk vay,0,vihsd,0
Vũ Khắc Hoàng ui chỏm râu xinh xẻo,0,vihsd,0
Bay kênh rồi :))),0,vihsd,0
Kem đánh răng mixi hân hạnh tài trợ ct này😂😂😂,0,vihsd,0
Chi goc hong nó luôn đi,0,vihsd,0
Khánh Ngọc bỏ tù và phạt tiền c ạ. Cách ly 14 ngày ko thích thì phạt 14 tháng tù và 140tr,0,vihsd,0
Chứng tỏ Trump coi ông ấy là đối thủ của mình ?,0,victsd,0
K cần xử bắn. Để từ từ k chữa bệnh cho nó chết thấm với bệnh luôn,0,vihsd,0
"Chuột mỹ to béo thế, phải bằng con gà nó rồi, con này mà làm món chuột nướng hun khói thì ngon phải biết :P",0,victsd,0
Thông minh và có kỷ luật ra phết,0,victsd,0
Năm nay có vẻ vui. Sau 2 năm chốn Messi thì năm nay 7 được gặp lại thần tượng. Mà không biết Messi có nhớ vụ ăn cơm chưa hà,0,victsd,0
bạn nhỏ này là kết quả của mối tình anh Gấu Kiến và chị Kangaroo đây mà. Nên giờ bạn nhỏ ấy có được tốc độ siêu nhanh của Mẹ và có được chiếc mũi dễ thương từ Ba.,0,victsd,0
trong The Transporter thì xe này chuyên chở tội phạm đi đánh quả nè !,0,vihsd,0
Run men house,0,vihsd,0
Hài vl,0,vihsd,0
Đừng dại mà bán vàng đi trong tình hình kinh tế suy thoái như hiện nay thì vàng sẽ là kênh trú ẩn an toàn và sinh lời tốt nhất. Trong cuối năm 2020 đến đầu 2021 vàng sẽ đạt 2500 usd/ ouce. Chúc bạn may mắn!,0,victsd,0
Dell hiểu mấy đứa ấy nghĩ j nhỉ mà cứ thích lây bệnh cho người khác v?,2,vihsd,1
Nó cố ý hay vô tình sống tới giờ vậy,1,vihsd,1
@Chinh Nguyen tức nhiên... Và tức nhiên ... Con zi chùng... Tức nhiên...,0,vihsd,0
Tôi gọi là Chínese virus,0,vihsd,0
Tôi bị thiểu năng anh em nhường tôi,0,vihsd,0
Sao thầy kh múa quạt nhỉ =))),0,vihsd,0
Nên yêu cầu nơi bán cung cấp thông tin địa chỉ người mua để khoanh vùng thu hồi chứ nhiều người trời có sập cũng ko hay biết có chuyện gì xảy ra,0,victsd,0
"Được vl,nhìn mà ae cho mình xin link nhạc phát",0,vihsd,0
"Ông trời ban cho những người TGT3 toàn là quý tướng giàu sang có tài Ko nha , mới người Ko nên kỳ thi TGT3. Giới tính Ko phải cái tội nh",0,vihsd,0
Còn e khoe khách nhà e nè,0,vihsd,0
Chúng mày làm gì có văn hóa mà lập ra bộ văn hóa,2,vihsd,1
Team toàn game thủ cụt tay hả thầy :)),0,victsd,0
Thầy 20-10 vui vẻ,0,vihsd,0
"CH!CH khỏe, CH!CH phê, đê mê tối ngày :v",1,vihsd,1
ý thức của chị Nhung còn thua điểm lí của em,2,vihsd,1
Không thua kém gì Tộc Ca :))),0,vihsd,0
1h rồi :)),0,vihsd,0
Làm cái giáo án janna ad đi thầy ơi :V,0,vihsd,0
"Bảo Hà bùn lém á. Nma thui. Mong họ hiểu cho anh mình nè. A comeback, sức khỏe ổn định nv là vui rồi",0,vihsd,0
má mắc nếttt,1,vihsd,1
Nó ở cái tầm,0,victsd,0
"Video này ông Dần nói rất đúng, cả vấn đề biển đông và tinh thần dân tộc. ông về VN fan hơi bị nhiều đấy",0,victsd,0
MC bơ đơ à,0,vihsd,0
thầy nhớ mang vinh quang về - nghệ sĩ hài hước clm,1,vihsd,1
"Cỗ bàn thế này vẫn chén dc ae nhể Gấu Bốn Mắt, Phạm Phương Nga, Độc Muỗi.bọn m chỉ có ko ăn cứt nát và lá xoan thôi",2,vihsd,1
Trend của Việt Nam lúc này,0,vihsd,0
"Hy vọng công trình khởi công đúng dự kiến. TPHCM là đô thị lớn nhất nước mà các đường vành đai vẫn ì ạch, trong khi vành đai 3 Hà Nội đã được xây dựng từ lâu, nếu cứ như thế này thì kinh tế xã hội TPHCM nói riêng và cả nước nói chung bao giờ tạo được đột biến??",0,victsd,0
Hít hết mẹ r còn đâu :))))),0,vihsd,0
"Lên chi SG , bà đó ở đài Loan mà tìm gì trời",0,vihsd,0
Chơi đthoaiii cơ 😂,0,vihsd,0
Stream tầng 6 Streaming House ngay lúc này đi anh :)),0,vihsd,0
"Biển không thể lên thăm cầu vồng, còn cầu vồng lại có thể",0,victsd,0
Ôi cả ngàn tỷ thuế cơ á. Thật vl :)),0,vihsd,0
Lon tuoi roi kok co net gi het kok so dau voi gia dinh sui gia cuoi ha ma,0,vihsd,0
Độ lãng tử,0,vihsd,0
Sàm lồn,1,vihsd,1
"Vâng, tôi không biết Si hay bao nhiêu trận, tôi cũng chẳng phải fan cứng của Si nhưng những người chê bai Si là những người không xem trận bóng đá hôm qua mà chỉ vào đọc tựa đề",0,victsd,0
"Giới trẻ giờ bị nghiện đt mục đích không phục vụ học tập, ý thức kỉ luật chưa cao. Tôi không hiểu mấy quan nghỉ gì mà cho HS mang theo?",1,victsd,1
Sốt thực sự :)),0,vihsd,0
Ngọc TiMatta Huang kế hoạch bất thành nè,0,vihsd,0
Con trai cũng tưởng mình là hoàng tử đấy thôi cũng có thằng bắt con gái đợi hết mẹ tuổi thanh xuân rồi cho câu anh yêu người khác rồi chia tay :),0,vihsd,0
"Tương tự cua nhện, thức ăn của bọ biển là xác của các loài động vật biển chìm xuống đáy như cá voi, hải cẩu,.. :-)",0,victsd,0
Nói hay lắm bác ơi,0,vihsd,0
Lòi mồng chiến sỹ .,0,vihsd,0
"GS nói tăng từ 8 lên 11 tiếng/từ là không nhằm nhò gì à ? Tăng hơn 35% khối lượng còn gì? Sách cũ than nặng, sách này tăng thêm 35% khối lượng nữa .....haizaaaaa",1,victsd,1
nhạc jack nghe nhiều mới nghiền,0,vihsd,0
"Dùng nhiều cũng phạt, dùng ít cũng phạt.:))",0,vihsd,0
"Nó xoá stt r admin à :))) lớn già đầu r mà còn vậy, nhục thay",0,vihsd,0
Hiện tại tui đang dịch vọng cầu giấy 😫,0,vihsd,0
"nhưng ý đang nói nó chết thì vẫn phải đóng tiền mà mang xác về, chứ ai đi chở xác không công cho nó. Y như cái vụ này thôi",0,vihsd,0
Mọi người cho mình hỏi Chị này phải người chuyển giới không ạ,0,vihsd,0
Nóng vậy ở trong nhà cởi áo là mát nhất :V,0,vihsd,0
vinahouse anh 3 :)),0,vihsd,0
Lồn ba rọi,2,victsd,1
Tĩnh Que còn hát cho nhau nghe đc thì dăm ba cái chúc thấm đ' gì nhỉ,1,vihsd,1
Điên qf :,0,vihsd,0
Buon long chua,0,vihsd,0
Ủa nó đẹp chỗ nào vậy,1,vihsd,1
Đây là cô Nhism,0,vihsd,0
"Hihi, đẹp trai vl",0,vihsd,0
"Ảnh thật vui nhộn, tâm trạng mình thoải mái hẳn khi xem ảnh.",0,victsd,0
Anh k đi cách ly hả anh?,0,vihsd,0
"Làm gì cũng có rủi ro. Cá nhân mình đánh giá cao cách Minh Chay xử lý khủng hoảng - văn minh và có trách nhiệm. Trước chưa biết đến thương hiệu này. Nhưng sau này nếu có nhu cầu với sản phẩm của các bạn, mình nhất định sẽ ủng hộ.",0,victsd,0
Riêng đấu cúp thì MC chưa là gì ,0,victsd,0
Đồ ngon đấy =))),0,vihsd,0
2022 ??????,0,victsd,0
"Cái gì cũng có giới hạn cả ? Biết chịu nhịn nhục nhưng cũng có giới hạn , kh phải hơn thua hay gì ? Mà phải có gh ? Người như phải con động vật đâu cứ ngồi im nghe chịu đựng ? Rồi dỗ dăn bao dung ? Giới hạn cả nhé !! Đừng cho mình là nhất ??",0,vihsd,0
Anh Trung lòi dái :)),2,vihsd,1
Mong virut này nhanh được đẩy lùi :( và không có bệnh nhân nào phải tử vong! ❤️,0,vihsd,0
Mk sem ma nhu nguoi dien cuoi mot mk co ai nhu rui hok 😂😂😂😂😂,0,vihsd,0
Hạnh phúc sẽ đến với các bạn làm thiện nguyện.A DI ĐÀ PHẬT.,0,victsd,0
múa như cái biệt danh Susan : Chó :)),2,vihsd,1
Nguyễn Phan Hoài Ninh ai kêu gáy sớm giờ khỏi có cơm ăn:)),0,vihsd,0
Những người ý thức kém thì nên có biện pháp trừng trị thích đáng. Trong khi bao nhiêu người trông chờ từng ngày mong đất nước bình yên thì những người này lại ích kỷ muốn làm loạn cả lên. Bức xúc vô cùng,0,victsd,0
"Người nuôi chó đau khổ biết bao nhiêu, mong là luật mạnh tay hơn và mọi người đừng ăn thịt chó nữa thì không có chuyện đau lòng",0,victsd,0
An An cánh hoa bướm xinh xinh😁😁😁,0,vihsd,0
Mai Lúm có thật k 🙄,0,vihsd,0
Ngu chua tung co di mua do phe thai ve xai made in tau khua dat nuoc ngoc dau ko noi la do lanh dao ngu ngoc,1,vihsd,1
"Đúng là mạng của bọn nó là vàng còn với dân đen như cỏ rác, mong rằng trong đám thối nát sẽ xuất hiện 1vị bao thanh thiên tái sinh.",2,vihsd,1
Đầu 2 thứ tóc rồi mà còn bị trẻ trâu Levi lừa.🤣,0,vihsd,0
Thầy nhờ anh quang cuốn hay sena đánh hộ vậy,0,vihsd,0
Ma ba vang ngoc 0907127749 mobi,0,vihsd,0
"Đúng là gương mặt anh nhìn khủng thật,hi vọng sau những lần mổ anh sẽ sớm trở lại với gương mặt bình thường nhất có thể!",0,victsd,0
"Một câu chuyện cổ tích rất hay được sáng tác bởi công an Việt Nam. Giỏi lắm các chiến sĩ vì nước quên dân, vì thân phục vụ.",2,vihsd,1
bỏ tù + phạt tài chính thật nặng,0,vihsd,0
Thu Boo xuất sắc ...nhưng em lại làm mấy bạn kia buồn thêm 🤣🤣🤣,0,vihsd,0
Nam nữ giong nhau. Đàn ông k bjo nhịn bủm ah?,0,vihsd,0
Nhìn tùng sói đáng yêu vãi =)),0,vihsd,0
Ngọc Quang phú thọ kìa anh,0,vihsd,0
Game gì đây ae,0,vihsd,0
"Ngoài bệnh kiêu ngạo , tự hào dân tộc ảo tưởng . Thì còn bệnh hùa theo phong trào , luôn coi tư tưởng của số đông , miệt thị cá nhân khác biệt . Những đứa "" phản động "" như mình , khi phát biểu suy nghĩ cá nhân , luôn có sẵn 1 tiểu đoàn bò đỏ cuồng cộng trực chờ nhảy vào mồm tổng sỉ vả mình ^_^",2,vihsd,1
Hay! 👍🏽,0,vihsd,0
Đặt tam giác đó trên mặt trăng rồi xuyên qua sẽ thấy trái đất nằm gọn bên trong,0,victsd,0
Khúc cuối anh cười cảm động thực sự,0,vihsd,0
Julia Trần chắc do mỗi ng mỗi cảm nhận á bạn! Mình với bạn mình đợt cũng tò mò kiu thử 1 con ăn thử chút xíu ám ảnh mùi bọ xít xong bỏ nguyên con luôn! Ớn từ đó về sau k bao giờ ăn con ấy luôn,0,vihsd,0
"Bệnh viện Anh như cc. Đã có triệu chứng rõ ràng, khai cả tiền sử tiếp xúc vẫn ko cho xét nghiệm mà yêu cầu cách ly tại nhà 😔 Ông bố điều mb bế về Vn chữa là hợp lý",2,vihsd,1
"Ôi trời giai cấp lđ ở ta thì đổi trắng thay đen nhanh lắm,nhìn thì vậy mà lại không phải vậy,chỉ có điều rõ ràng nhất là chỗ nào cũng có chuyện vợ ông này cặp với chồng bà kia!",1,vihsd,1
đọc xong rùng mình liên tục.,0,victsd,0
Cô dễ thương thiệt sự,0,vihsd,0
"Thic bài viết này gê,nhưg chỉ có nhữg nguoi wan tâm tới chíh trị mới like thui mà ở vn ng hiểu chính trị thì rất ít",0,vihsd,0
Thoại Trần “ thâu” ông im mẹ nó ik” :))),1,vihsd,1
:)) củ cải :)),0,vihsd,0
"Theo tôi vấn đề lây nhiễm cộng đồng có thể là do các đối tượng nhập cảnh bất hợp pháp qua đường biển, đất liền, nạn đưa người nhập cư trái phé0 vào Việt Nam mới là vấn nạn lớn. Hãy cứ mở cửa cho các chuyến bay Quốc Tế về Việt Nam nhưng hãy cách ly lên tới 28 ngày như 1 số nước vẫn làm để hạn chế tối đa nhất các mầm bệnh không có triệu chứng.",0,victsd,0
Không phải ai đi Châu Âu quay về cũng để cứu nước🙂,0,vihsd,0
Hải Văn Trần chực bú cu Tiệp hay gì =)))),2,vihsd,1
Tự vẽ đẹp hơn đi đặt anh ưi :))),0,vihsd,0
Chui bac ki coi chừng hôi hân ko kip,0,vihsd,0
Ae có link chính của tiên tri zũ trụ trần dần,0,vihsd,0
Anh Minh đú ít thôi chậm cặc,2,vihsd,1
Huỳnh Ngân đẹp đấy chứ b,0,vihsd,0
sau bao nhiêu năm tôi mới chợt nhận ra một điều là NGƯỜI CÓ TIỀN NÓI GÌ CŨNG THÀNH ĐẠO LÝ hết :),0,vihsd,0
Nguyễn Thuận đã nói là ý kiến cá nhân của tui mà,0,vihsd,0
đúng ngày đầu tiên đi học. thương các con quá....,0,victsd,0
Là 1 thằng bê đê,0,vihsd,0
Ai dè 0155 rồi nên tính làm 0175,0,vihsd,0
Vì Linh kháng án lên tòa đại thẩm đến khi toà xử lại là về luôn ở xứ em thiên đường là vậy đó mấy anh,0,vihsd,0
"Dương Trần CM thế thì tiền thuốc men lại đổ xuống sông xuống bể, lại còn tặng thêm tin cho lũ phản động xuyên tạc",2,vihsd,1
Chúc ac và Sói + Sói f1 nghỉ lễ vui vẻ,0,vihsd,0
Dm nhìn quả tóc cười vl. Mặt Tùng sói ngơ như kiểu đ hiểu bố mình làm clg,0,victsd,0
Ở thời điểm này thì có lẽ anh nên cân nhắc thêm Sorento 4.0 mới ra mắt hôm kia,0,victsd,0
❤️Chú,0,vihsd,0
Hí vừa lên fan cứng😂😂😂,0,victsd,0
"""Nước Mỹ trên hết"" và... ""Gậy ông đập lưng ông""?.",0,victsd,0
Huỳnh Châu a ơi a có ng iu chưa? À nhầm a có bạn ụ chưa 😁,0,vihsd,0
yeuu thầy dấu bé baaaa,0,vihsd,0
